가수,제목,가사
임영웅,우리들의블루스,"잊지는 말아요 함께 했던 날들
눈물이 날 때면
그대 뒤를 돌아보면 돼요
아프지 말아요 쓸쓸한 마음에
힘든 일이 참 많았죠 그대에겐
내가 곁에 있을게요
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
그땐 미소 짓겠죠
작은 행복까지 모두
외롭고 지칠 때 손잡아 줄게요
슬픔이 짙어질 때면 위로해 줄
그 한 사람이 될게요
그대 부디 울지 말아요
슬퍼 말아요
그대에게 빛이 될게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
폭풍 속에 혼자 남아 헤매도 오
길이 되어 지킬게요 그대
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
어두운 길을 밝게 비추는
그대의 빛이 될게요"
임영웅,Abientot,"A bientot 
A bientot 
이 밤이 지나면 괜찮아질 수 있을까 
쓰린 내 맘이 회복될 수가 있을까 
네가 떠난 빈자리가 너무 크니까 
그 공허함에 깔려 겨우 살고 있잖아 
기억은 잔인하고 후유증은 지독해 
겨우 잠을 이뤄도 꿈자리는 뒤숭숭해 
마음의 반을 도려내 버리고 난 후에 
너라는 감옥에서 풀려날 수 있었네 
38도 탕 안처럼 포근한
그날의 온도는 아직도 나의 가슴에
깊게 뿌리내려 뻗어 미련이란 놈은
공기처럼 내 마음을 드나드네
넌 빌런이자 하나님이야
셀 수 없는 많은 노래를
잉태하고 부숴버렸네
널 향해 나는 기도해
널 향해 나는 기도해
A bientot
A bientot
인생은 너무 외로워
너에게 전화를 거네요
A bientot
A bientot
인생은 너무 외로워
너에게 전화를 거네요
이럼 안되지만
그때 우린 뜨거운 용암처럼 사랑했네
너의 영은 열이 되어 내 몸에 있네
가열된 너의 온기가 아직도 식질 않네
늦은 새벽 눈물로 가득 찬 내 베개
사진에 찍혀 있던 우리들의 손가락
추억이 되어 흘러내리는 그 손가락
우리의 추억들이 나는 너무 좋았지
라디오에서 소개된 사연들처럼
난 요새
Young Thug Pick Up The Phone
꽂혀있어
너는 어떤 노래를 듣는지 궁금해
아직도 힙합을 듣고 있어
힙합을 듣고 있다면 언젠가
이 노래도 들을 수 있을까
넌 나에게 음악 그 이상의 존재였어
서로를 이해하는 법 몰랐었던 우리들
서툶 때문에 상처를 주고받곤 했잖아
함께 나눈 감정들 너무 달달했기에
다시 예전으로 발걸음을 돌려보려 해도
A bientot
A bientot
인생은 너무 외로워
너에게 전화를 거네요
A bientot
A bientot
인생은 너무 외로워
너에게 전화를 거네요
이럼 안되지만
인생이 너무 외로워
허공에 말을 걸지만
그건 단조로운 리듬이 돼
그건 단조로운 리듬이 돼
마음이 너무 외로워
허공에 말을 걸지만
그건 단조로운 리듬이 돼
그건 단조로운 리듬이 돼
그건 단조로운 리듬이
그건 단조로운 리듬이 되고 있네
A bientot
A bientot
이제는 너를 잊을게 잊을게
A bientot"
임영웅,인생찬가,"꿈처럼 지나간 시간
나는 무얼 찾고 싶었나
지도도 없이 걸어온 삶을
후회하진 않으리
떠난 어제는 떠날 오늘로
남겨지기도 하지
나의 친구여 나의 형제여
내 이름 불러주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
내일은 처음 가는 길
언제나처럼 또 두려워
버들강아지 활짝 웃는 날
후회하지 않으리
비가 내리면 노래하리
눈이 내려도 좋아
나의 친구여 나의 형제여
내 이름 불러 주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
영원한 순간이여 찬란하라"
오마이걸(OHMYGIRL),여름이들려(SummerComes),"문득 네가 들리면, 고갤 돌리면,
맘이 떨리면, 어느새 여름인가 봐 yeah yeah yeah
하얀 파도 밀리면, 모랠 달리면, 널 떠올리면,
또 설레 사랑인 거야
레몬 빛 해가 날 비춰
짧았던 봄을 보낼 때가 왔다고
짭짤한 바람 사이로
또 네가 들리잖아 여름이라고
지난여름 둘이
타오르던 우린
영원히 잊지 못할 만큼
설렌 계절 같아 like you
수평선을 그리다
몰래 담아 띄워 보낸 wishing
타는 맘은 swishing, yeah
높아지는 태양 아래
그날처럼 간절하게 기다린 너일 거야
파도 너머로 내 두 귓가에
몰래 속삭인 여름의 목소리
Come to me come to me put it all on me
귀를 기울여 듣고 싶은 맘이 설레이잖아
문득 네가 들리면, 고갤 돌리면,
맘이 떨리면, 어느새
늘 그리던 내 여름이던 널 원해
하얀 파도 밀리면, 모랠 달리면, 널 떠올리면,
또 설레 사랑인 거야 oh my my my
마음껏 소리 질러 nanana (yayaya)
Like minions야 bananana
How are you? Not too shabby
햇빛이 째려볼 땐 바다로 가 ah ah
See if I care 너의 MBTI
I couldn’t care less 모든 것들이 다
선명해져 오는 너야
수평선을 그리다
몰래 담아 띄워 보낸 wishing
타는 맘은 swishing, yeah
높아지는 태양 아래
그날처럼 간절하게 기다린 너일 거야
파도 너머로 내 두 귓가에
몰래 속삭인 여름의 목소리
Come to me come to me put it all on me
귀를 기울여 듣고 싶은 맘이 설레이잖아
문득 네가 들리면, 고갤 돌리면,
맘이 떨리면, 어느새
늘 그리던 내 여름이던 널 원해
하얀 파도 밀리면, 모랠 달리면, 널 떠올리면,
또 설레 사랑인 거야 oh my my my
챙길래 sunglass, cap no yep
몸만 가도 돼 keep your pants on
어색하더라도 조금만 전할게
비밀이니 소리는 줄일게
바람이 부르니 자연히 달리니
지금 떨리니 보이니 내 웃음이
하나둘 널 향해
또 맘이 차올라 올라 (Summer Comes)
아주 가까이 들린 이 여름 (그래 분명 너야)
긴 기다림을 넘어 펼쳐질 me and you
꿈꾸듯 더 깊이
널 느껴 오롯이
가장 뜨거운 여름이 될 것 같아 (Oh Summer Comes)
문득 네가 들리면, 고갤 돌리면,
맘이 떨리면, 어느새
늘 그리던 내 여름이던 널 원해
하얀 파도 밀리면, 모랠 달리면, 널 떠올리면,
또 설레 사랑인 거야 oh my my my"
IVE(아이브),EitherWay,"누가 내 말투가 재수없대
잘난 척만 한대
또 누구는 내가 너무 착하대
바보같을 정도래
가끔은 이해조차 안 되는 시선들
억울하기도 하지만 
오해가 만든 수많은 나와 얘기해
우리 모두 다 ‘나’야
Either way, I’m good
전부 좋다구
누가 맞고 틀린 게 아닌 걸
모두 다르게 사랑하듯
Either way, I’m good
Either way
내게는 언니같은 친구인데
어리광이 심하대
털털한 줄 알았던 저 아이는
마음이 넘 약한 걸
쟤 I 라서 그래 넌 E 라서 그래
됐고 그냥 V 나 하자
Either way, you’re good
전부 좋다구
누가 맞고 틀린 게 아닌 걸
모두 다르게 사랑하듯
Either way, you’re good
Either way
I, I, I 또다른 나
나, 나, 나
누가 맞고 틀린 게 아닌 걸
모두 다르게 살아가 듯
전부 좋다구
사랑과 미움
모두 다 가지면 되는 거야
하나만 고를 필요 없는 거야
Either way, we’re good
웃어주자구 우후후
이렇게"
방탄소년단,Butter,"Smooth like butter
Like a criminal undercover
Gon’ pop like trouble
Breakin’ into your heart like that
Cool shade stunner
Yeah I owe it all to my mother
Hot like summer
Yeah I’m makin’ you sweat like that
Break it down
Oh when I look in the mirror
I’ll melt your heart into 2
I got that superstar glow so 
Do the boogie like
Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll
Smooth like butter
Pull you in like no other
Don’t need no Usher
To remind me you got it bad
Ain’t no other
That can sweep you up like a robber
Straight up, I got ya
Makin’ you fall like that
Break it down
Oh when I look in the mirror
I’ll melt your heart into 2
I got that superstar glow so 
Do the boogie like
Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll
Get it, let it roll
Get it, let it roll
No ice on my wrist
I'm that n-ice guy
Got that right body and that right mind
Rollin' up to party got the right vibe
Smooth like butter
Hate us love us
Fresh boy pull up and we lay low
All the playas get movin’ when the bass low
Got ARMY right behind us when we say so
Let's go
Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll
Smooth like (butter)
Cool shade (stunner)
And you know we don't stop
Hot like (summer)
Ain’t no (bummer)
You be like oh my god
We gon’ make you rock and you say (yeah)
We gon’ make you bounce and you say (yeah)
Hotter?
Sweeter!  
Cooler?
Butter!
Get it, let it roll"
정국,StillWithYou,"날 스치는 그대의 옅은 그 목소리
내 이름을 한 번만 더 불러주세요
얼어버린 노을 아래 멈춰 서있지만
그대 향해 한 걸음씩 걸어갈래요
Still With You
어두운 방 조명 하나 없이
익숙해지면 안 되는데
그게 또 익숙해
나지막이 들리는
이 에어컨 소리
이거라도 없으면
나 정말 무너질 것 같아
함께 웃고 함께 울고
이 단순한 감정들이
내겐 전부였나 봐
언제쯤일까
다시 그댈 마주한다면
눈을 보고 말할래요
보고 싶었어요
황홀했던 기억 속에
나 홀로 춤을 춰도 비가 내리잖아
이 안개가 걷힐 때쯤
젖은 발로 달려갈게
그때 날 안아줘
저 달이 외로워 보여서
밤하늘에 환하게 울고 있는 것 같아서
언젠가 아침이 오는 걸 알면서도
별처럼 너의 하늘에 머물고 싶었어
하루를 그 순간을
이렇게 될 걸 알았다면
더 담아뒀을 텐데
언제쯤일까
다시 그댈 마주한다면
눈을 보고 말할래요
보고 싶었어요
황홀했던 기억 속에
나 홀로 춤을 춰도 비가 내리잖아
이 안개가 걷힐 때쯤
젖은 발로 달려갈게
그때 날 잡아줘
날 바라보는 희미한 미소 뒤편에
아름다운 보랏빛을 그려볼래요
서로 발걸음이 안 맞을 수도 있지만
그대와 함께 이 길을 걷고 싶어요
Still With You"
V,SlowDancing,"It's about time we get it straight
Gimme a minute if it ain't too late
대충
무리였나봐 babe
애먼 기분만 해친 채
버티기가 이만큼 힘든데
Stay with me
Till the end of the day
Maybe we
Could be
Slow dancing
Until the morning
We could be romancing
The night away
Turnin’ me up and back off like this
What do you want, do you not like it
Stop teasin’ me girl
Now you made me leave my heart out here
날 딛고 올라가
다시 새로 누군가
Got it on
Did you?
닮았던 우리가
먼 이웃 같은 날
Maybe we
Could be
Slow dancing
Until the morning
We could be romancing
The night away"
임영웅,보금자리,"그대 사랑이 나였음 좋겠다
아무것도 필요 없어요
든든한 품에 안겨 잠들고 싶어라
내 사랑의 보금자리
아무것도 바라지 않아요
당신만 있으면 돼
한 눈 팔지 않고 사랑할래요
돈도 필요 없어 백도 필요 없어
당신만 있으면 돼
그대 사랑이 나였음 좋겠다
아무것도 필요 없어요
든든한 품에 안겨 잠들고 싶어라
내 사랑의 보금자리
아무것도 바라지 않아요
당신만 있으면 돼
한 눈 팔지 않고 사랑할래요
돈도 필요 없어 백도 필요 없어
당신만 있으면 돼
아무것도 바라지 않아요
당신만 있으면 돼
한 눈 팔지 않고 사랑할래요
돈도 필요 없어 백도 필요 없어
당신만 있으면 돼
당신만 있으면 돼"
NCTDREAM,ISTJ,"Introvert
감각적
사고적
판단적
널 해석
16 Words
필요 없어
‘cause I know some
읽고 있지
You-Ology
틀림없는 원칙
실수하면 안 돼
완벽해 보이는 너도
고장 나곤 하는 Function
차곡히 쌓인 너의
감정 속에 들어갈래
어지럽히고 싶어
Let’s get it done
너란 아이 너만의 루틴
그 특별함
느낀대로 널 풀어볼게
It’s the way you are
Glamorous
Dangerous
너의 세상엔 없던 뜨거움
Let’s talk about it
Let’s get down
Let’s get down
맡겨 봐
Make me proud
Lesson 2
Got that juice
상상 중
Breaking rules
Yo so hot
Hot like soup
너를 원해
그래 원해
내가 이상주의자라고들 말해
(too hot)
어느 별에서 온 거냐고 묻네
(too far)
난 특별히 디자인된 타입
네 작은 한마디로
나는 또 꿈을 꿔
설레는 일이 다 뭐람
난 그냥 너면 되는데
아무런 예고 없이
널 데리러 가고 싶어
감동시키고 싶어
Let’s get it done
너란 아이 너만의 루틴
그 특별함
느낀대로 널 풀어볼게
It’s the way you are
Glamorous
Dangerous
너의 세상엔 없던 뜨거움
Let’s talk about it
Let’s get down
Let’s get down
맡겨 봐
Make me proud
Waiting for
I’m just waiting for ya
넌 우주보다 많은 그 주파수
내게 던져
There’s no time
서두르고 싶어진 밤
가만 혼자 누워 별만 세는데
생각해 그래 I’m yours
No one can compete
You’re all I want it
Big Flash 눈이 부신
네가 궁금해
혼자인 너
내가 있어
나 여기 있어
너란 아이 너만의 루틴
(Why can we figure something out)
그 특별함
느낀대로 널 풀어볼게
It’s the way you are
Glamorous
Dangerous
너의 세상엔 없던 뜨거움
Let’s talk about it
Let’s get down
Let’s get down
좀 더 와
Make me proud"
DK(디셈버),심(心),"한땐 너를 사랑했지만
네 곁에 있는 사랑이
너무 아름다워 보기 좋았었기에
잘 되길 바래왔는데
많은 축복에 둘러싸인
행복한 그 사람 곁에
이젠 네가 아닌 다른 그의 사랑이
또다시 날 아프게 해
미안해 너를 위해 기대어줄
가슴 밖에 빌려줄 수 없는 나인걸
슬퍼하는 너를 위해서
해줄게 남아 있다면
무엇이든 다 얘길 해주길 바래
나 기다리고 있을게
야윈 그대 안에 눈물이
마르는 그날이 오면
웃으며 다시 그댈 보내줄게요
사랑하니까
슬퍼하는 너를 위해서
해줄게 남아 있다면
무엇이든 다 얘길 해주길 바래
나 기다리고 있을게
야윈 그대 안에 눈물이
마르는 그날이 오면
웃으며 다시 그댈 보내줄게요
사랑하니까"
이무진,잠깐시간될까,"잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
어떻게 생각해
만나서 반가워
아마 첫 인사부터
이런 맘이었었는지도 몰라
나 이제 네게 다가서려 해
거릴 좁혀보려 해
나 망설이지 않기를
우리가 만약 시작한다면
그 누구보다
예쁘디 예쁠 거라 생각해
혹시 넌 어때
할 얘기가 많은데
마침 너희 집 근처야
혹시나 괜찮다면
잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
혹시 근데 말이야
내 고백 말이야
답 안 해줬잖아 너는 나 어떤 것 같애
부담 안 가져도 돼
진짜야 나는 괜찮아
마음이 정리될 때까지 기다릴게
내가 그리 갈게
흠 아마도 내가
이런 맘을 보내다 보면
너에게 닿겠지만
혹시 그렇게 되진 못하더라도
이 순간만큼은
설렜던 기억으로 남기를
이대로 너와 내 시간이
멈춰버렸음 해
아직 우린 아무 사이도 아닌데
난 괜히 그래
할 얘기가 많은데
마침 너희 집 근처야
혹시나 괜찮다면
잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
내가 그리 갈게
잠깐 시간 될까
그 한마디보다
사실 지금 당장 널 보러 가고 싶은데
이게 맘처럼 안 돼
그냥 보고 싶어 나 너 좋아해
말로 다 못할 정도야 널 좋아해
널 보고 싶단 말
날 안아달란 말
너에게 했던 모든 말 전부 다 진심이야
단 한 순간도 가볍거나 쉽게 생각했던 적 없어
이젠 너도 답 해줄래
내가 그리 갈게"
미연((여자)아이들),달빛에그려지는,"창가에 내려오는
달빛이 내 맘을 스쳐요
잠들지 못한 밤에 홀로
그대의 이름을 불러요
애달픈 목소리가
그대의 숨결마다
차가운 바람에 날 시려오고
아프게 멀어져 간
그리운 그대 모습
다시 눈물처럼 차오른다
달빛에 그려지는
잊지 못할 나의 사랑아
이별은 망설임도 없이
그리움만 놓고 갔구나
손끝에 부서질까
한숨에 흩어질까
날 품에 안았던 그대의 미소
그리운 추억마다
그대의 나날들이
끝도 없이 내 안에 번진다
달빛에 그려지는
잊지 못할 나의 사랑아
이별은 망설임도 없이
그리움만 놓고 갔구나
나의 밤이 되어준
잊지 못할 나의 사랑아
애달픈 별도 달도 없이
그리움만 두고 갔구나"
경서,첫키스에내심장은120BPM,"매일 싸웠던 X와
헤어지고 술만 마시던 날
남잔 많다며 위로해 준
그때부터 였을까
남자친구도 아닌데
언제부턴가 널 기다렸나 봐
나 취한 건 아닌데
네가 정말 좋아서 그랬나 봐
첫 키스에 내 심장은 120 BPM
세상이 멈춰버린 것 만 같아
꼭 안아줘 이 노래가
끝나지 않도록
템포를 올려 너를 사랑할래
이 밤이 새도록
설레는 사람 있다고
고민 상담하던 너가 미웠어
사실 내 맘 알면서
질투 나게 하려고 그런 거야
첫 키스에 내 심장은 120 BPM
세상이 멈춰버린 것 만 같아
꼭 안아줘 이 노래가
끝나지 않도록
템포를 올려 너를 사랑할래
이 밤이 새도록
사실은 나 어제까지 좀 망설였었어
친구도 아닌 사이가 될까 봐
손잡아 줘 이 노래가
끝나기 전까지
템포를 맞춰 너랑 걸어볼래
백 허그에 내 심장은 180 BPM
세상이 멈춰버린 것 만 같아
꼭 안아줘 이 노래가
끝나지 않도록
볼륨을 높여 네게 말해볼래
널 사랑한다고"
임영웅,연애편지,"노을에 물든 저녁 하늘이
오랜만에 참 좋은 저녁입니다
문득 떠오른 그대 생각에
나지막이 이름을 불러봅니다
나도 몰래 꺼내 본 낡은 수첩엔
그대가 너무도 많아
차마 그립단 말 대신
꽃잎을 넣어 보내며
하얀 종이에 하지 못한 말
아직 그댄 내 고운 사랑입니다
외로이 스쳐 창을 흔드는
바람 소리 쓸쓸한 시간입니다
어둠 만들고 초를 태우며
나지막이 그대를 불러봅니다
나도 몰래 꺼내 본 낡은 사진엔
그대가 너무도 많아
차마 그립단 말 대신
바라본 밤하늘에는
아스라이 먼 작은 별 하나
외로이 홀로 남아 깜박입니다
그대를 닮은 작은 별 하나
외로이 홀로 남아 깜박입니다
그대 고운 이름은 사랑입니다"
NewJeans,CoolWithYou,"You know me like no other
다 표현하지 않아도
See me like no other
And I think I like your point of view
다시 돌아와도 돼
I don't care what other people say
놓지 말아봐줘
Dreaming of each other
You may be
On my mind
Everyday baby
Say you're mine
You and me
On my mind
Everywhere baby 
Say you're mine
(It feels)
Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)
이쯤에서 정말로
너는 어떤 결말로
가려 해
What's the best
너의 옆에
내가 있을 때
이런 말이
잘 안 나와
이제 더 말하지
않아도 알아
우리 둘이
만든 거리
건너서 여기
You may be
On my mind
Everyday baby
Say you're mine
You and me
On my mind
Everywhere baby 
Say you're mine
(It feels)
Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)
Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)"
디오(D.O.),Somebody,"언젠가부터
겁이 많아진 것 같아
자꾸만 내가 아닌
내가 되는 기분
내게 사랑이란
영화 같지 않아 Always
어쩌면 매번
맞지 않는 눈높이를
계속 맞추려고
혼자 애쓴 거지
그게 맘을 쉽게
지치게 했던 것 같긴 해
I want somebody
걸음이 더디긴 해도
I want somebody
뜨겁게 타진 않더라도
모든 내 방식들이
다 답인 듯이
또 가만히 내 손을 잡아주는
내 맘속에 누군가
다가와 주길 바래
I love you I love you
I love you I love you
누군가 나를
들여다보려고 하면
더 이상 감출 생각 없어
나도 이젠
나란히 내 옆으로
와서 서준다면
함께 걸을게
I want somebody
걸음이 더디긴 해도
I want somebody
뜨겁게 타진 않더라도
모든 내 방식들이
다 답인 듯이
또 가만히 내 손을 잡아주는
내 맘속에 누군가
다가와 주길 바래
I love you I love you
I love you I love you
I want somebody
somebody who loves me
내 마음속 깊은 곳까지
내 사랑의 방식들까지
내 그대롤
I want somebody
somebody who loves me
내 마음속 그림자까지
내 사랑의 표현들까지
다 알아줄
I want somebody
수많은 저 사람들 중
I want somebody
우연히 내게 다가와 줄
모든 내 방식들이
다 답인 듯이
또 가만히 내 손을 잡아주는
그 순간이 내게도
찾아와 주길 바래
I love you I love you
I love you I love you"
IVE(아이브),AfterLIKE,"또 모르지 내 마음이
저 날씨처럼 바뀔지
날 나조차 다 알 수 없으니
그게 뭐가 중요하니
지금 네게 완전히
푹 빠졌단 게 중요한 거지
아마 꿈만 같겠지만
분명 꿈이 아니야
달리 설명할 수 없는
이건 사랑일 거야
방금 내가 말한 감정
감히 의심하지 마
그냥 좋다는 게 아냐
What's after 'LIKE'?
You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?
조심해 두 심장에 핀
새파란 이 불꽃이
저 태양보다 뜨거울 테니
난 저 위로 또 아래로
내 그래프는 폭이 커
Yeah that's me
두 번 세 번 피곤하게
자꾸 질문하지 마
내 장점이 뭔지 알아?
바로 솔직한 거야
방금 내가 말한 감정
감히 의심하지 마
그냥 좋다는 게 아냐
What's after 'LIKE'?
You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?
What after like 내 맘에 strike
지금 느낀 짜릿함은 마치 tike
LO 다음에 I 그 다음에 VE
여긴 너와 내 space
아무도 막지 못해
나를 보면 눈 깜빡할
시간 조차도 아까울 걸
드디어 만나 반가워
LOVE 사이 놓일 I
(What's after 'LIKE'?)
You and I
It's more than 'LIKE'
E 앞 또 V 앞 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
You and I
It's more than 'LIKE'
L 다음 또 O 다음 난 yeah
You and I
It's more than 'LIKE'
What's after 'LIKE'?
What's after 'LIKE'?"
(여자)아이들,Allergy,"얼굴 없는 Feed
파리 날리는 Followers
I’m a hater of Instagram
Hater of TikTok
Lock 걸린 갤러리
볼품없는 Fit
뭔데 운동도 안 하고
메이크업 하나도 못하고
그래 난 내가 봐도 별로인걸
매일 밤 In 탐색 Tab
나만 없는 샤넬
왠지 나보다 성숙한 요즘 10대
MZ 해시태그 What the Y2K
세상은 나 빼고 잘 돌아가
Please give me the Hate button
난 내가 너무 싫거든
빌어먹을 My name
Why ain’t I pretty
Why ain’t I lovely
Why ain’t I sexy
Why am I me
Love me love me love me
love me love me, want
Love me love me love me
love me love me, want
She so pretty
Yea so lovely
She got everything
Why am I not her
Love me love me love me
love me love me but
빌어먹을 Huh 내 거울 알러지
나도 Want to dance Hype Boy
But 화면 속엔 Like TOMBOY
비웃을 거야 그래 그 Boy
Oh god it’s so funny
말투는 왜 Too much dope
내가 뭔데 성격까지 좋지 않아
그래 맞아 나는 평생 혼자일지도
Please give me your Like button
나도 사랑받고 싶거든
빌어먹을 My name
Why ain’t I pretty
Why ain’t I lovely
Why ain’t I sexy
Why am I me
Love me love me love me
love me love me, want
Love me love me love me
love me love me, want
She so pretty
Yea so lovely
She got everything
Why am I not her
Love me love me love me
love me love me but
빌어먹을 Huh 내 거울 알러지
라라라라라 라라라 라라라
라라라라라 라라라 라
라라라라라 라라라 라라라
라라라라라 라라라 라
빌어먹을 Huh 내 거울 알러지"
잔나비,주저하는연인들을위해,"나는 읽기 쉬운 마음이야
당신도 스윽 훑고 가셔요
달랠 길 없는 외로운 마음 있지
머물다 가셔요 음
내게 긴 여운을 남겨줘요
사랑을 사랑을 해줘요
할 수 있다면 그럴 수만 있다면
새하얀 빛으로 그댈 비춰 줄게요
그러다 밤이 찾아오면
우리 둘만의 비밀을 새겨요
추억할 그 밤 위에 갈피를 꽂고선  
남몰래 펼쳐보아요
나의 자라나는 마음을
못 본 채 꺾어 버릴 순 없네
미련 남길바엔 그리워 아픈 게 나아
서둘러 안겨본 그 품은 따스할 테니
그러다 밤이 찾아오면
우리 둘만의 비밀을 새겨요
추억할 그 밤 위에 갈피를 꽂고선  
남몰래 펼쳐보아요
언젠가 또 그날이 온대도
우린 서둘러 뒤돌지 말아요
마주보던 그대로 뒷걸음치면서
서로의 안녕을 보아요
피고 지는 마음을 알아요
다시 돌아온 계절도
난 한 동안 새 활짝 피었다 질래
또 한번 영원히
그럼에도 내 사랑은
또 같은 꿈을 꾸고
그럼에도 꾸던 꿈을
난 또 미루진 않을거야"
임한별,사랑하지않아서그랬어,"사랑하지 않기로 했어
나만 생각하기로 했어
니 눈물을 못 본 척 좀 해야겠어
나쁜 사람 되기 싫어서
구차해지는 변명들로
괜한 기대하게 만들기 싫었어
마지막까지 상처 주긴 싫은데
난 여전히 너를 배려해 줄
자신이 없는걸
사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말
매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어
마지막으로 안아주면 안 될까
말하는 니 얼굴
떳떳하게 볼 수가 없는걸
사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말
매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어
넌 모르지 내 맘이 어떤지
계속 사랑해보려 애를 썼어
내가 다 미안해
도망치는 내가 밉겠지만
나는 후련한 거 같아 여기까지만 해
기다리면은 안 돼 잘 들어
날 미워해야만 해
계속 울어도 난 멀리 떠날 거야 제발
니가 괴롭든 말든 꺼놨던 전화도
아픈 니가 귀찮았던 밤도
하다못해 지금 내 말투도
사랑하지 않아서 그랬어"
